,install_time,event_time,appsflyer_id,media_source,campaign,platform,event_name,event_revenue,event_revenue_usd
1140,2020-05-27 00:33:24,2020-06-08 02:27:27,1590539601051-4269094665001864644,Facebook Ads,DOZ_Andr_lkl-1_purch_180d_Andr_campaign-opt_purch-opt,android,af_purchase,2.98,2.139421
1141,2020-06-07 08:05:42,2020-06-08 02:28:37,1591517137698-2266497279242885861,googleadwords_int,Android WW roas,android,af_purchase,6.49,4.53007
1142,2020-06-08 02:14:14,2020-06-08 02:29:29,1591579023750-4039581,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_iOS_ad-set-opt_purch-opt,ios,af_purchase,1900,2.477828
1143,2020-05-23 14:37:50,2020-06-08 02:42:23,1590242987224-0640164,Facebook Ads,DOZ_iOS_lkl-1_purch_val-based_campaign-opt_purch-opt,ios,af_purchase,8.49,6.324983
1144,2020-06-08 01:15:11,2020-06-08 02:43:17,1591576418838-3683664,Facebook Ads,doz_ak_US_lkl-1%_m_18-40_purch_10$,ios,af_purchase,17.99,17.99
1145,2020-05-31 02:35:04,2020-06-08 02:43:28,1590891982632-1326553,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_all-OS_campaign-opt_purch-opt,ios,af_purchase,5.98,4.293201
1146,2020-05-30 09:16:23,2020-06-08 02:47:11,1590830180844-3050019171969710401,restricted,,android,af_purchase,13.99,3.269379
1147,2020-03-02 02:47:57,2020-06-08 02:52:22,1583078255988-1710280,googleadwords_int,iOS WW actions first_buy,ios,af_purchase,17.99,17.99
1148,2020-04-23 23:48:32,2020-06-08 02:52:30,1587685709272-2497458922602281898,Facebook Ads,doz_ak_andr_Tier-1_lkl_1%_m_18-40_purch_10$,android,af_purchase,1.69,1.69
1149,2020-02-25 16:19:15,2020-06-08 02:55:21,1582641297159-3420766342624139615,googleadwords_int,DOZ_Android_UAC_Action_first_buy_WW,android,af_purchase,20.99,4.231087
1150,2020-06-05 23:46:35,2020-06-08 03:00:31,1591400629019-8608199,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,2.99,2.99
1151,2020-06-05 23:46:35,2020-06-08 03:00:31,1591400629019-8608199,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,1.99,1.99
1152,2020-06-05 23:46:35,2020-06-08 03:00:32,1591400629019-8608199,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,1.99,1.99
1153,2020-05-24 20:23:11,2020-06-08 03:02:19,1590348401789-8774809,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_all-OS_campaign-opt_purch-opt,ios,af_purchase,7.9,1.592453
1154,2020-06-08 02:19:12,2020-06-08 03:04:16,1591580749855-7903052,Apple Search Ads,iOS_US_AS_Brand,ios,af_purchase,2.99,2.99
1155,2020-06-01 23:05:48,2020-06-08 03:06:11,1591052588273-9611274,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_iOS_ad-set-opt_purch-opt,ios,af_purchase,33.99,43.187351
1156,2020-06-04 11:16:49,2020-06-08 03:08:14,1591269408027-559190511595759689,googleadwords_int,Android WW roas,android,af_purchase,10.99,2.575278
1157,2020-02-19 04:55:14,2020-06-08 03:10:20,1581758369576-3502868,googleadwords_int,iOS WW actions first_buy,ios,af_purchase,59,2.736463
1158,2020-06-07 00:29:40,2020-06-08 03:10:21,1591469017894-8150917,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_all-OS_campaign-opt_purch-opt,ios,af_purchase,130,4.369322
1159,2020-05-26 17:05:47,2020-06-08 03:11:29,1590470247389-9625779,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_iOS_campaign-opt_purch-opt,ios,af_purchase,5.99,5.99
1160,2020-06-04 10:09:25,2020-06-08 03:13:20,1591253546324-5269357,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_all-OS_ad-set-opt_value-opt_all-in-1,ios,af_purchase,3.99,3.99
1161,2020-05-30 21:55:25,2020-06-08 03:14:11,1590874855717-1957489,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,29.99,29.99
1162,2020-04-14 22:47:44,2020-06-08 03:17:30,1586903264025-1984794,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,34.9,7.035014
1163,2020-03-23 22:16:43,2020-06-08 03:20:26,1585001801465-7661999824660119133,googleadwords_int,DOZ_Android_UAC_Action_first_buy_WW,android,af_purchase,9.49,2.217756
1164,2020-06-04 11:16:49,2020-06-08 03:21:07,1591269408027-559190511595759689,googleadwords_int,Android WW roas,android,af_purchase,3.49,0.817809
1165,2020-03-19 12:01:57,2020-06-08 03:21:09,1584619312318-1010173857790115924,Facebook Ads,doz_ak_andr_WW_lkl_1%_m_18-40_purch_10$,android,af_purchase,4.09,0.824447
1166,2020-06-01 00:14:33,2020-06-08 03:22:16,1590931002358-8467179,Facebook Ads,doz_ak_US_lkl-1%_m_18-40_purch_10$,ios,af_purchase,1.99,1.99
1167,2020-06-01 23:05:48,2020-06-08 03:26:19,1591052588273-9611274,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_iOS_ad-set-opt_purch-opt,ios,af_purchase,1.99,2.528474
1168,2020-03-27 10:50:16,2020-06-08 03:28:34,1585300257715-9466344,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,21.99,24.840833
1169,2020-06-05 22:33:32,2020-06-08 03:29:15,1591396311476-0513032,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,1.99,1.99
1170,2020-06-05 22:33:32,2020-06-08 03:32:16,1591396311476-0513032,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,2.99,2.99
1171,2020-06-08 03:15:05,2020-06-08 03:35:08,1591586101235-7572515691630883303,Facebook Ads,DOZ_Andr_lkl-1_purch_180d_all-OS_campaign-opt_purch-opt,android,af_purchase,15.99,3.223205
1172,2020-03-18 17:19:04,2020-06-08 03:39:12,1584542618920-0348186,googleadwords_int,iOS US actions first_buy new,ios,af_purchase,6.99,6.99
1173,2020-03-31 15:01:42,2020-06-08 03:40:35,1585666459255-6355381,googleadwords_int,iOS tier1 actions first_buy,ios,af_purchase,5.99,5.99
1174,2020-06-06 17:53:47,2020-06-08 03:41:28,1591456378371-9495246,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_all-OS_campaign-opt_purch-opt,ios,af_purchase,179,5.684344
1175,2020-05-28 19:58:47,2020-06-08 03:41:31,1590693678417-2268823,unityads_int,DOZ_US_UA_ios_tablet_whitelist,ios,af_purchase,12.99,12.99
1176,2020-05-23 19:24:05,2020-06-04 18:30:23,1590261841913-159674911891625034,Facebook Ads,DOZ_Andr_lkl-1_purch_val-based_ad-set-opt_purch-opt,android,af_purchase,49,0.708775
1177,2020-06-03 08:52:28,2020-06-04 18:31:07,1591174345795-5125280448768281825,restricted,,android,af_purchase,23.99,0.898885
1178,2020-05-23 16:22:08,2020-06-04 18:31:10,1590250924827-7300508136112988565,Facebook Ads,DOZ_Andr_lkl-1_purch_val-based_ad-set-opt_purch-opt,android,af_purchase,7.49,8.497054
1179,2020-05-29 23:15:33,2020-06-04 18:32:53,1590576148895-4514137,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_iOS_ad-set-opt_value-opt_all-in-1,ios,af_purchase,2.99,3.766815
1180,2020-06-03 18:31:40,2020-06-04 18:33:21,1591213081958-3090067547061499488,Facebook Ads,DOZ_Andr_lkl-1_purch_val-based_campaign-opt_purch-opt,android,af_purchase,2.79,3.161953
1181,2020-04-13 04:08:51,2020-06-04 18:35:08,1586750928286-4234180304113927460,googleadwords_int,DOZ_Android_UAC_Action_first_buy_WW,android,af_purchase,490,6.493937
1182,2020-06-03 18:31:40,2020-06-04 18:35:25,1591213081958-3090067547061499488,Facebook Ads,DOZ_Andr_lkl-1_purch_val-based_campaign-opt_purch-opt,android,af_purchase,3.69,4.186132
1183,2020-05-31 18:51:49,2020-06-04 18:37:05,1590767556715-5573979,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,229,3.310105
1184,2020-06-04 18:10:36,2020-06-04 18:39:21,1591294234824-8024680716836843298,Facebook Ads,doz_ak_andr_WW_lkl_1%_m_18-40_purch_10$,android,af_purchase,94.99,3.559194
1185,2020-05-26 20:21:14,2020-06-04 18:39:25,1590522114287-8291438,Facebook Ads,DOZ_iOS_lkl-1_purch_val-based_campaign-opt_purch-opt,ios,af_purchase,149,2.153736
1186,2020-06-03 16:39:33,2020-06-04 18:42:08,1591201809419-3261166,Facebook Ads,doz_ak_US_lkl-1%_m_18-40_purch_10$,ios,af_purchase,2.99,2.99
1187,2020-05-28 19:58:47,2020-06-04 18:43:20,1590693678417-2268823,unityads_int,DOZ_US_UA_ios_tablet_whitelist,ios,af_purchase,2.99,2.99
1188,2020-05-30 08:08:51,2020-06-04 18:51:18,1590826128133-7537002108112006108,restricted,,android,af_purchase,89,1.28646
1189,2020-06-03 16:39:33,2020-06-04 18:51:23,1591201809419-3261166,Facebook Ads,doz_ak_US_lkl-1%_m_18-40_purch_10$,ios,af_purchase,6.99,6.99
1190,2020-02-27 12:12:21,2020-06-04 18:51:28,1582808297447-9783558,googleadwords_int,iOS WW actions first_buy,ios,af_purchase,1.99,1.99
1191,2020-06-03 16:39:33,2020-06-04 18:52:24,1591201809419-3261166,Facebook Ads,doz_ak_US_lkl-1%_m_18-40_purch_10$,ios,af_purchase,5.99,5.99
1192,2020-05-07 16:32:28,2020-06-04 18:52:24,1588869017835-5896447,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,1.99,2.508857
1193,2020-05-07 16:32:28,2020-06-04 18:53:24,1588869017835-5896447,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,4.99,6.299869
1194,2020-04-27 21:58:43,2020-06-04 18:56:17,1587803159685-0127504,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,459,6.634664
1195,2020-04-27 21:58:43,2020-06-04 18:57:16,1587803159685-0127504,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,459,6.638051
1196,2020-05-31 21:13:15,2020-06-04 19:04:08,1590958529694-3087232,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_all-OS_campaign-opt_purch-opt,ios,af_purchase,4.49,5.093694
1197,2020-06-02 20:54:41,2020-06-04 19:06:11,1591129508239-3142404,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,8.98,6.4302
1198,2020-01-11 04:44:21,2020-06-04 19:18:25,1578717697730-2984797958706527951,Facebook Ads,doz_ak_andr_WW_lkl_1%_m_18-40_purch_10$,android,af_purchase,14990,37.351825
1199,2020-05-26 02:11:23,2020-06-04 19:22:21,1590458443815-2938376,Facebook Ads,doz_ak_US_lkl-1%_m_18-40_purch_10$,ios,af_purchase,2.99,2.99
1200,2020-05-26 02:11:23,2020-06-04 19:24:21,1590458443815-2938376,Facebook Ads,doz_ak_US_lkl-1%_m_18-40_purch_10$,ios,af_purchase,6.99,6.99
1201,2020-05-28 22:37:43,2020-06-04 19:30:36,1590534239685-8112126,Facebook Ads,doz_ak_US_lkl-1%_m_18-40_purch_10$,ios,af_purchase,1.99,1.99
1202,2020-06-04 15:39:52,2020-06-04 19:34:35,1591285190119-5820496777382527603,Facebook Ads,doz_ak_andr_Tier-1_lkl_1%_m_18-40_purch_10$,android,af_purchase,4.19,4.758444
1203,2020-04-14 15:55:09,2020-06-04 19:42:11,1586879708926-2145873545840245689,Facebook Ads,doz_ak_andr_Tier-1_lkl_1%_m_18-40_purch_10$,android,af_purchase,6.49,8.193617
1204,2020-05-29 22:29:09,2020-06-04 19:42:14,1590675400371-6114814,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_all-OS_ad-set-opt_purch-opt,ios,af_purchase,2.99,3.774871
1205,2020-06-01 10:54:51,2020-06-04 19:43:14,1590993411219-6808888,Facebook Ads,DOZ_iOS_lkl-1_purch_val-based_ad-set-opt_value-opt_all-in-1,ios,af_purchase,130,4.348626
1206,2020-04-27 21:58:43,2020-06-04 19:44:55,1587803159685-0127504,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,459,6.638051
1207,2020-06-04 19:23:07,2020-06-04 19:49:10,1591305673925-8532320120042994720,Facebook Ads,DOZ_Andr_lkl-1_purch_180d_Andr_ad-set-opt_value-opt_all-in-1,android,af_purchase,4.19,4.74844
1208,2020-05-13 17:11:36,2020-06-04 19:50:21,1589346321662-1336054,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,10.99,13.874861
1209,2020-05-31 18:52:47,2020-06-04 19:50:27,1590951165033-2945088324598013852,Facebook Ads,DOZ_Andr_lkl-1_purch_val-based_ad-set-opt_purch-opt_all-in-1,android,af_purchase,2.29,2.887957
1210,2020-06-02 19:31:18,2020-06-04 19:52:19,1591126276693-4614771799636229918,googleadwords_int,Android WW roas,android,af_purchase,2.69,3.048521
1211,2020-05-26 06:49:44,2020-06-04 19:56:18,1590475771546-5294396609911964975,Facebook Ads,DOZ_Andr_lkl-1_purch_val-based_campaign-opt_purch-opt,android,af_purchase,1.49,1.49
1212,2020-05-26 15:24:26,2020-06-02 19:37:07,1590467537724-0132651,Facebook Ads,doz_ak_US_lkl-1%_m_18-40_purch_10$,ios,af_purchase,2.99,2.99
1213,2020-06-02 02:04:49,2020-06-02 19:44:14,1591063488426-8520354339277006594,Facebook Ads,doz_ak_andr_Tier-1_lkl_1%_m_18-40_purch_10$,android,af_purchase,1.79,1.99904
1214,2020-05-31 08:37:18,2020-06-02 19:49:22,1590914235527-8987682647457868927,Facebook Ads,DOZ_Andr_lkl-1_purch_180d_Andr_campaign-opt_purch-opt,android,af_purchase,11.99,3.052534
1215,2020-04-26 18:19:06,2020-06-02 19:49:24,1587922215410-6690551,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,149,2.168437
1216,2020-05-19 14:06:26,2020-06-02 19:49:33,1589891951334-9221541,Facebook Ads,doz_ak_WW_lkl-1%_m_18-40_purch_10$,ios,af_purchase,59.99,8.967919
1217,2020-05-26 15:24:26,2020-06-02 19:50:09,1590467537724-0132651,Facebook Ads,doz_ak_US_lkl-1%_m_18-40_purch_10$,ios,af_purchase,2.99,2.99
1218,2020-06-01 03:08:07,2020-06-02 19:52:20,1590980885978-4131569768547797835,restricted,,android,af_purchase,3.39,2.508023
1219,2020-05-30 13:32:35,2020-06-02 19:53:13,1590845554873-2180031431816640889,Facebook Ads,DOZ_Andr_lkl-1_purch_180d_all-OS_campaign-opt_purch-opt,android,af_purchase,1.79,1.998174
1220,2020-05-31 17:16:51,2020-06-02 19:54:17,1590945406114-765283011799620411,Facebook Ads,DOZ_Andr_lkl-1_purch_val-based_ad-set-opt_purch-opt_all-in-1,android,af_purchase,2.69,3.004143
1221,2020-05-30 13:32:35,2020-06-02 19:57:30,1590845554873-2180031431816640889,Facebook Ads,DOZ_Andr_lkl-1_purch_180d_all-OS_campaign-opt_purch-opt,android,af_purchase,5.99,6.692117
1222,2020-05-30 13:32:35,2020-06-02 19:59:15,1590845554873-2180031431816640889,Facebook Ads,DOZ_Andr_lkl-1_purch_180d_all-OS_campaign-opt_purch-opt,android,af_purchase,11.99,13.384415
1223,2020-03-23 15:50:11,2020-06-02 20:03:15,1584939993011-4263754,googleadwords_int,iOS US actions first_buy new,ios,af_purchase,1.99,1.99
1224,2020-05-26 15:24:26,2020-06-02 20:07:13,1590467537724-0132651,Facebook Ads,doz_ak_US_lkl-1%_m_18-40_purch_10$,ios,af_purchase,3.99,3.99
1225,2020-05-24 16:01:12,2020-06-02 20:07:16,1590296260338-5809191,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_iOS_ad-set-opt_purch-opt,ios,af_purchase,14.99,16.73331
1226,2020-03-23 15:50:11,2020-06-02 20:07:42,1584939993011-4263754,googleadwords_int,iOS US actions first_buy new,ios,af_purchase,5.99,5.99
1227,2020-05-26 15:24:26,2020-06-02 20:09:14,1590467537724-0132651,Facebook Ads,doz_ak_US_lkl-1%_m_18-40_purch_10$,ios,af_purchase,1.99,1.99
1228,2020-05-30 06:32:21,2020-06-02 20:14:14,1590820338771-1582350943826431317,Facebook Ads,DOZ_Andr_lkl-1_purch_180d_all-OS_ad-set-opt_purch-opt_all-in-1,android,af_purchase,199,2.893451
1229,2020-03-23 17:25:07,2020-06-02 20:15:31,1584982999222-8446996,googleadwords_int,iOS US actions first_buy new,ios,af_purchase,24.99,24.99
1230,2020-06-02 19:02:15,2020-06-02 20:16:30,1591124532263-4196771621948774788,Facebook Ads,DOZ_Andr_lkl-1_purch_val-based_campaign-opt_purch-opt,android,af_purchase,75,3.440902
1231,2020-04-01 22:47:24,2020-06-02 20:17:09,1585781132506-1949261,googleadwords_int,iOS US actions first_buy new,ios,af_purchase,1.99,1.99
1232,2020-05-22 03:32:44,2020-06-02 20:20:31,1590108809416-7471520,Facebook Ads,DOZ_iOS_lkl-1_purch_val-based_campaign-opt_purch-opt,ios,af_purchase,3900,4.996157
1233,2020-05-25 20:51:30,2020-06-02 20:27:13,1590439426544-1631148,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_all-OS_ad-set-opt_purch-opt_all-in-1,ios,af_purchase,7.9,1.513265
1234,2020-04-05 11:28:09,2020-06-02 20:29:15,1586086088377-8212956163116480814,Facebook Ads,doz_ak_andr_Tier-1_lkl_1%_m_18-40_purch_10$,android,af_purchase,1.59,1.99356
1235,2020-05-24 07:22:13,2020-06-02 20:31:14,1590304930364-8398109339994495395,Facebook Ads,DOZ_Andr_lkl-1_purch_180d_all-OS_campaign-opt_purch-opt,android,af_purchase,79,1.148657
1236,2020-05-14 14:49:31,2020-06-02 20:31:21,1589463477368-5383546,unityads_int,DOZ_US_UA_ios_phone_whitelist,ios,af_purchase,5.99,5.99
1237,2020-04-08 14:19:26,2020-06-02 20:34:15,1586355561326-7294446951365033405,googleadwords_int,DOZ_Android_UAC_Action_first_buy_WW,android,af_purchase,21000,1.466066
1238,2020-05-26 15:24:26,2020-06-02 20:34:22,1590467537724-0132651,Facebook Ads,doz_ak_US_lkl-1%_m_18-40_purch_10$,ios,af_purchase,5.99,5.99
1239,2020-05-29 02:56:18,2020-06-02 20:35:14,1590708569983-7187552,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_all-OS_ad-set-opt_purch-opt_all-in-1,ios,af_purchase,14.99,14.99
1240,2020-05-14 14:49:31,2020-06-02 20:36:28,1589463477368-5383546,unityads_int,DOZ_US_UA_ios_phone_whitelist,ios,af_purchase,1.99,1.99
1241,2020-05-29 02:56:18,2020-06-02 20:36:33,1590708569983-7187552,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_all-OS_ad-set-opt_purch-opt_all-in-1,ios,af_purchase,2.99,2.99
1242,2020-05-27 14:10:49,2020-06-02 20:38:21,1590586043972-7835907,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_iOS_campaign-opt_purch-opt,ios,af_purchase,16.99,16.99
1243,2020-05-27 14:10:49,2020-06-02 20:39:21,1590586043972-7835907,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_iOS_campaign-opt_purch-opt,ios,af_purchase,16.99,16.99
1244,2020-05-28 20:02:16,2020-06-02 20:40:24,1590696130442-6998546243579336959,Facebook Ads,doz_ak_andr_WW_lkl_1%_m_18-40_purch_10$,android,af_purchase,9.99,1.91361
1245,2020-03-10 19:58:50,2020-06-02 20:42:35,1583869680401-1853546,googleadwords_int,iOS WW actions first_buy -county,ios,af_purchase,13.99,13.99
1246,2020-05-28 20:02:16,2020-06-02 20:44:26,1590696130442-6998546243579336959,Facebook Ads,doz_ak_andr_WW_lkl_1%_m_18-40_purch_10$,android,af_purchase,14.99,2.871372
1247,2020-05-26 20:21:14,2020-06-02 20:47:09,1590522114287-8291438,Facebook Ads,DOZ_iOS_lkl-1_purch_val-based_campaign-opt_purch-opt,ios,af_purchase,149,2.166453
1248,2020-05-27 02:43:02,2020-06-02 20:51:04,1590547372126-3349529118865570329,googleadwords_int,Android WW roas,android,af_purchase,5.99,1.1474
1249,2020-05-27 02:43:02,2020-06-02 20:55:13,1590547372126-3349529118865570329,googleadwords_int,Android WW roas,android,af_purchase,9.99,1.91361
1250,2020-05-27 02:43:02,2020-06-02 20:58:18,1590547372126-3349529118865570329,googleadwords_int,Android WW roas,android,af_purchase,5.99,1.1474
1251,2020-05-28 20:02:16,2020-06-02 20:59:29,1590696130442-6998546243579336959,Facebook Ads,doz_ak_andr_WW_lkl_1%_m_18-40_purch_10$,android,af_purchase,5.99,1.149999
1252,2020-06-02 18:44:43,2020-06-02 21:01:11,1591123351557-7139401,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_all-OS_campaign-opt_purch-opt,ios,af_purchase,4.49,5.013712
1253,2020-05-26 15:24:26,2020-06-02 21:02:06,1590467537724-0132651,Facebook Ads,doz_ak_US_lkl-1%_m_18-40_purch_10$,ios,af_purchase,10.99,10.99
1254,2020-04-27 21:44:50,2020-06-02 21:06:17,1588023889094-6158481651017658456,restricted,,android,af_purchase,16.99,16.99
1255,2020-05-28 15:53:06,2020-06-02 21:09:50,1590681178760-8417280174965007725,Facebook Ads,doz_ak_andr_Tier-1_lkl_1%_m_18-40_purch_10$,android,af_purchase,1.49,1.49
1256,2020-05-28 15:53:06,2020-06-02 21:10:20,1590681178760-8417280174965007725,Facebook Ads,doz_ak_andr_Tier-1_lkl_1%_m_18-40_purch_10$,android,af_purchase,1.49,1.49
1257,2020-05-28 15:53:06,2020-06-02 21:11:20,1590681178760-8417280174965007725,Facebook Ads,doz_ak_andr_Tier-1_lkl_1%_m_18-40_purch_10$,android,af_purchase,1.49,1.49
1258,2020-05-23 19:27:34,2020-06-01 02:34:17,1590262053140-6206926210960768102,Facebook Ads,DOZ_Andr_lkl-1_purch_180d_Andr_ad-set-opt_purch-opt,android,af_purchase,8.49,9.453038
1259,2020-04-04 01:06:59,2020-06-01 02:40:11,1585959064031-8817757,googleadwords_int,iOS CN all-lang actions first_buy,ios,af_purchase,118,16.532863
1260,2020-05-16 04:40:03,2020-06-01 02:40:27,1589590914569-5150284,Facebook Ads,doz_ak_US_lkl-1%_m_18-40_purch_10$,ios,af_purchase,4.99,4.99
1261,2020-04-09 22:15:01,2020-06-01 02:41:23,1585443861255-1610694,googleadwords_int,iOS US actions first_buy new,ios,af_purchase,19.99,19.99
1262,2020-05-31 05:31:11,2020-06-01 02:42:16,1590886516208-9130706,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_iOS_campaign-opt_purch-opt,ios,af_purchase,3.99,3.99
1263,2020-04-12 04:29:35,2020-06-01 02:49:24,1586669179696-8189012045393529203,Facebook Ads,doz_ak_andr_WW_lkl_1%_m_18-40_purch_10$,android,af_purchase,6400,8.010015
1264,2020-04-12 04:29:35,2020-06-01 02:50:35,1586669179696-8189012045393529203,Facebook Ads,doz_ak_andr_WW_lkl_1%_m_18-40_purch_10$,android,af_purchase,6400,8.010015
1265,2020-05-16 04:40:03,2020-06-01 02:52:27,1589590914569-5150284,Facebook Ads,doz_ak_US_lkl-1%_m_18-40_purch_10$,ios,af_purchase,1.99,1.99
1266,2020-05-16 04:40:03,2020-06-01 02:54:34,1589590914569-5150284,Facebook Ads,doz_ak_US_lkl-1%_m_18-40_purch_10$,ios,af_purchase,1.99,1.99
1267,2020-05-16 04:40:03,2020-06-01 02:55:04,1589590914569-5150284,Facebook Ads,doz_ak_US_lkl-1%_m_18-40_purch_10$,ios,af_purchase,1.99,1.99
1268,2020-05-31 03:49:09,2020-06-01 02:55:11,1590896950107-8061245747916000460,Facebook Ads,DOZ_Andr_lkl-1_purch_val-based_campaign-opt_purch-opt,android,af_purchase,5.49,3.69231
1269,2020-05-16 04:40:03,2020-06-01 02:55:34,1589590914569-5150284,Facebook Ads,doz_ak_US_lkl-1%_m_18-40_purch_10$,ios,af_purchase,1.99,1.99
1270,2020-05-29 00:44:56,2020-06-01 02:57:09,1590713092340-6138376264757466669,Facebook Ads,DOZ_Andr_lkl-1_purch_val-based_ad-set-opt_purch-opt_all-in-1,android,af_purchase,2.49,2.49
1271,2020-05-29 01:12:14,2020-06-01 02:57:25,1590714730937-4544657163121191149,Facebook Ads,doz_ak_andr_Tier-1_lkl_1%_m_18-40_purch_10$,android,af_purchase,4.49,4.49
1272,2020-05-25 00:01:54,2020-06-01 02:58:08,1590364713978-2121529,Facebook Ads,doz_ak_US_lkl-1%_m_18-40_purch_10$,ios,af_purchase,8.99,8.99
1273,2020-05-31 03:49:09,2020-06-01 02:58:15,1590896950107-8061245747916000460,Facebook Ads,DOZ_Andr_lkl-1_purch_val-based_campaign-opt_purch-opt,android,af_purchase,19.99,13.444313
1274,2020-05-29 00:44:56,2020-06-01 02:59:10,1590713092340-6138376264757466669,Facebook Ads,DOZ_Andr_lkl-1_purch_val-based_ad-set-opt_purch-opt_all-in-1,android,af_purchase,16.99,16.99
1275,2020-06-01 02:47:06,2020-06-01 03:05:25,1590966405959-5777809,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_iOS_campaign-opt_purch-opt,ios,af_purchase,3.99,3.99
1276,2020-05-25 00:01:54,2020-06-01 03:05:29,1590364713978-2121529,Facebook Ads,doz_ak_US_lkl-1%_m_18-40_purch_10$,ios,af_purchase,5.99,5.99
1277,2020-03-15 10:30:17,2020-06-01 03:15:14,1584267058304-3817882,googleadwords_int,iOS WW actions first_buy -county,ios,af_purchase,670,22.37398
1278,2020-06-01 02:33:47,2020-06-01 03:16:22,1590977990422-3955123,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_all-OS_campaign-opt_purch-opt,ios,af_purchase,849,12.073379
1279,2019-12-24 15:23:02,2020-06-01 03:18:13,1577041468133-5671785071892868213,googleadwords_int,DOZ_Android_UAC_Action_first_buy_WW,android,af_purchase,1.99,1.450716
1280,2020-03-15 10:30:17,2020-06-01 03:19:12,1584267058304-3817882,googleadwords_int,iOS WW actions first_buy -county,ios,af_purchase,670,22.377716
1281,2020-03-15 10:30:17,2020-06-01 03:20:11,1584267058304-3817882,googleadwords_int,iOS WW actions first_buy -county,ios,af_purchase,670,22.37398
1282,2020-05-31 03:10:50,2020-06-01 03:24:35,1590898097781-7255988,Facebook Ads,DOZ_Andr_lkl-1_purch_val-based_campaign-opt_purch-opt,ios,af_purchase,149,2.962591
1283,2020-06-01 01:12:22,2020-06-01 03:25:33,1590973209762-0997975,Facebook Ads,DOZ_iOS_lkl-1_purch_180d_iOS_campaign-opt_purch-opt,ios,af_purchase,3.99,3.99
1284,2020-05-10 23:55:44,2020-06-01 03:25:37,1589154943082-5603770470879852452,Facebook Ads,doz_ak_andr_Tier-1_lkl_1%_m_18-40_purch_10$,android,af_purchase,19.99,19.99
1285,2020-05-10 23:55:44,2020-06-01 03:26:04,1589154943082-5603770470879852452,Facebook Ads,doz_ak_andr_Tier-1_lkl_1%_m_18-40_purch_10$,android,af_purchase,1.99,1.99
1286,2020-02-27 05:08:39,2020-06-01 03:41:05,1582579542642-6670029,googleadwords_int,iOS WW actions first_buy -county,ios,af_purchase,8.99,8.99
1287,2020-05-25 17:19:20,2020-06-01 03:43:15,1590427158158-8655957835065831881,restricted,,android,af_purchase,1700,2.12766
1288,2020-05-25 17:19:20,2020-06-01 03:44:43,1590427158158-8655957835065831881,restricted,,android,af_purchase,2300,2.878599
1289,2020-05-25 17:19:20,2020-06-01 03:45:12,1590427158158-8655957835065831881,restricted,,android,af_purchase,2300,2.878599
